UAI;Nom_lycee;taux_de_reussite
0690003D;LYCEE PROFESSIONNEL BARTHELEMY THIMONNIER LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX ENTREP;93
0690003D;LYCEE PROFESSIONNEL BARTHELEMY THIMONNIER LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX ENTREP;83
0690003D;LYCEE PROFESSIONNEL BARTHELEMY THIMONNIER LYCEE DES METIERS DES SERVICES AUX PERSONNES ET AUX ENTREP;92
0750793E;LYCEE PROFESSIONNEL BEAUGRENELLE LYCEE DES METIERS DE LA COMMUNICATION ET DE LA GESTION D ENTREPRISE;77
0750793E;LYCEE PROFESSIONNEL BEAUGRENELLE LYCEE DES METIERS DE LA COMMUNICATION ET DE LA GESTION D ENTREPRISE;90
0750793E;LYCEE PROFESSIONNEL BEAUGRENELLE LYCEE DES METIERS DE LA COMMUNICATION ET DE LA GESTION D ENTREPRISE;88
0350102W;LYCEE PROFESSIONNEL BEAUMONT LYCEE DES METIERS DES SERVICES LYCEE DES METIERS DE L INDUSTRIE ET DE L;79
0350102W;LYCEE PROFESSIONNEL BEAUMONT LYCEE DES METIERS DES SERVICES LYCEE DES METIERS DE L INDUSTRIE ET DE L;91
0350102W;LYCEE PROFESSIONNEL BEAUMONT LYCEE DES METIERS DES SERVICES LYCEE DES METIERS DE L INDUSTRIE ET DE L;96
0350102W;LYCEE PROFESSIONNEL BEAUMONT LYCEE DES METIERS DES SERVICES LYCEE DES METIERS DE L INDUSTRIE ET DE L;82
0420075D;LYCEE PROFESSIONNEL BEAUREGARD;81
0420075D;LYCEE PROFESSIONNEL BEAUREGARD;88
0420075D;LYCEE PROFESSIONNEL BEAUREGARD;90
0420075D;LYCEE PROFESSIONNEL BEAUREGARD;84
0371211R;LYCEE PROFESSIONNEL BEAUREGARD LYCEE DES METIERS DU TERTIAIRE DE LA MAINTENANCE ET DE L ELECTROTECHN;77
0371211R;LYCEE PROFESSIONNEL BEAUREGARD LYCEE DES METIERS DU TERTIAIRE DE LA MAINTENANCE ET DE L ELECTROTECHN;81
0371211R;LYCEE PROFESSIONNEL BEAUREGARD LYCEE DES METIERS DU TERTIAIRE DE LA MAINTENANCE ET DE L ELECTROTECHN;84
0371211R;LYCEE PROFESSIONNEL BEAUREGARD LYCEE DES METIERS DU TERTIAIRE DE LA MAINTENANCE ET DE L ELECTROTECHN;76
0350050P;LYCEE PROFESSIONNEL BEL AIR LYCEE DES METIERS DE LA LOGISTIQUE DU TRANSPORT ET DE LA MAINTENANCE DES;87
0350050P;LYCEE PROFESSIONNEL BEL AIR LYCEE DES METIERS DE LA LOGISTIQUE DU TRANSPORT ET DE LA MAINTENANCE DES;77
0350050P;LYCEE PROFESSIONNEL BEL AIR LYCEE DES METIERS DE LA LOGISTIQUE DU TRANSPORT ET DE LA MAINTENANCE DES;90
0350050P;LYCEE PROFESSIONNEL BEL AIR LYCEE DES METIERS DE LA LOGISTIQUE DU TRANSPORT ET DE LA MAINTENANCE DES;83
0752608C;LYCEE PROFESSIONNEL BELLIARD LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;85
0752608C;LYCEE PROFESSIONNEL BELLIARD LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;94
0752608C;LYCEE PROFESSIONNEL BELLIARD LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;70
0752608C;LYCEE PROFESSIONNEL BELLIARD LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;80
0770943G;LYCEE PROFESSIONNEL BENJAMIN FRANKLIN;94
0770943G;LYCEE PROFESSIONNEL BENJAMIN FRANKLIN;82
0770943G;LYCEE PROFESSIONNEL BENJAMIN FRANKLIN;84
0770943G;LYCEE PROFESSIONNEL BENJAMIN FRANKLIN;80
0770943G;LYCEE PROFESSIONNEL BENJAMIN FRANKLIN LYCEE DES METIERS DU BATIMENT;82
0770943G;LYCEE PROFESSIONNEL BENJAMIN FRANKLIN LYCEE DES METIERS DU BATIMENT;94
0770943G;LYCEE PROFESSIONNEL BENJAMIN FRANKLIN LYCEE DES METIERS DU BATIMENT;84
0770943G;LYCEE PROFESSIONNEL BENJAMIN FRANKLIN LYCEE DES METIERS DU BATIMENT;80
0420049A;LYCEE PROFESSIONNEL BENOIT CHARVET;86
0420049A;LYCEE PROFESSIONNEL BENOIT CHARVET;85
0420049A;LYCEE PROFESSIONNEL BENOIT CHARVET;89
0420049A;LYCEE PROFESSIONNEL BENOIT CHARVET;80
0420049A;LYCEE PROFESSIONNEL BENOIT CHARVET LYCEE DES METIERS DU TERTIAIRE LYCEE DES METIERS DES SOINS A LA P;80
0420049A;LYCEE PROFESSIONNEL BENOIT CHARVET LYCEE DES METIERS DU TERTIAIRE LYCEE DES METIERS DES SOINS A LA P;89
0420049A;LYCEE PROFESSIONNEL BENOIT CHARVET LYCEE DES METIERS DU TERTIAIRE LYCEE DES METIERS DES SOINS A LA P;86
0420049A;LYCEE PROFESSIONNEL BENOIT CHARVET LYCEE DES METIERS DU TERTIAIRE LYCEE DES METIERS DES SOINS A LA P;85
0470641S;LYCEE PROFESSIONNEL BENOIT D AZY;97
0470641S;LYCEE PROFESSIONNEL BENOIT D AZY;90
0470641S;LYCEE PROFESSIONNEL BENOIT D AZY;78
0470641S;LYCEE PROFESSIONNEL BENOIT D AZY;64
0420958N;LYCEE PROFESSIONNEL BENOIT FOURNEYRON LYCEE DES METIERS DE L HABITAT ET DES ENERGIES LYCEE DES METIE;98
0420958N;LYCEE PROFESSIONNEL BENOIT FOURNEYRON LYCEE DES METIERS DE L HABITAT ET DES ENERGIES LYCEE DES METIE;92
0420958N;LYCEE PROFESSIONNEL BENOIT FOURNEYRON LYCEE DES METIERS DE L HABITAT ET DES ENERGIES LYCEE DES METIE;82
0420958N;LYCEE PROFESSIONNEL BENOIT FOURNEYRON LYCEE DES METIERS DE L HABITAT ET DES ENERGIES LYCEE DES METIE;83
0620124Y;LYCEE PROFESSIONNEL BERNARD CHOCHOY;64
0620124Y;LYCEE PROFESSIONNEL BERNARD CHOCHOY;71
0620124Y;LYCEE PROFESSIONNEL BERNARD CHOCHOY;74
0620124Y;LYCEE PROFESSIONNEL BERNARD CHOCHOY;87
0170078T;LYCEE PROFESSIONNEL BERNARD PALISSY;83
0170078T;LYCEE PROFESSIONNEL BERNARD PALISSY;80
0760022L;LYCEE PROFESSIONNEL BERNARD PALISSY LYCEE DES METIERS DE L ACIER DE L ALUMINIUM ET DES SERVICES;84
0760022L;LYCEE PROFESSIONNEL BERNARD PALISSY LYCEE DES METIERS DE L ACIER DE L ALUMINIUM ET DES SERVICES;90
0760022L;LYCEE PROFESSIONNEL BERNARD PALISSY LYCEE DES METIERS DE L ACIER DE L ALUMINIUM ET DES SERVICES;85
0760022L;LYCEE PROFESSIONNEL BERNARD PALISSY LYCEE DES METIERS DE L ACIER DE L ALUMINIUM ET DES SERVICES;81
0190674E;LYCEE PROFESSIONNEL BERNART DE VENTADOUR;83
0190674E;LYCEE PROFESSIONNEL BERNART DE VENTADOUR;100
0190674E;LYCEE PROFESSIONNEL BERNART DE VENTADOUR;93
9710090W;LYCEE PROFESSIONNEL BERTENE JUMINER LYCEE DES METIERS DE L HABITAT ET DES SERVICES ASSOCIES;91
9710090W;LYCEE PROFESSIONNEL BERTENE JUMINER LYCEE DES METIERS DE L HABITAT ET DES SERVICES ASSOCIES;83
9710090W;LYCEE PROFESSIONNEL BERTENE JUMINER LYCEE DES METIERS DE L HABITAT ET DES SERVICES ASSOCIES;73
9710090W;LYCEE PROFESSIONNEL BERTENE JUMINER LYCEE DES METIERS DE L HABITAT ET DES SERVICES ASSOCIES;79
0560001X;LYCEE PROFESSIONNEL BERTRAND DU GUESCLIN LYCEE DES METIERS D ART;95
0560001X;LYCEE PROFESSIONNEL BERTRAND DU GUESCLIN LYCEE DES METIERS D ART;100
0560001X;LYCEE PROFESSIONNEL BERTRAND DU GUESCLIN LYCEE DES METIERS D ART;97
0540085Z;LYCEE PROFESSIONNEL BERTRAND SCHWARTZ;86
0540085Z;LYCEE PROFESSIONNEL BERTRAND SCHWARTZ;96
0540085Z;LYCEE PROFESSIONNEL BERTRAND SCHWARTZ;87
0540085Z;LYCEE PROFESSIONNEL BERTRAND SCHWARTZ;71
0540085Z;LYCEE PROFESSIONNEL BERTRAND SCHWARTZ LYCEE DES METIERS DE LA LOGISTIQUE ET DES SERVICES;96
0540085Z;LYCEE PROFESSIONNEL BERTRAND SCHWARTZ LYCEE DES METIERS DE LA LOGISTIQUE ET DES SERVICES;87
0540085Z;LYCEE PROFESSIONNEL BERTRAND SCHWARTZ LYCEE DES METIERS DE LA LOGISTIQUE ET DES SERVICES;71
0540085Z;LYCEE PROFESSIONNEL BERTRAND SCHWARTZ LYCEE DES METIERS DE LA LOGISTIQUE ET DES SERVICES;86
0130059U;LYCEE PROFESSIONNEL BLAISE PASCAL;83
0130059U;LYCEE PROFESSIONNEL BLAISE PASCAL;93
0130059U;LYCEE PROFESSIONNEL BLAISE PASCAL;73
0130059U;LYCEE PROFESSIONNEL BLAISE PASCAL;79
0520029Z;LYCEE PROFESSIONNEL BLAISE PASCAL;76
0520029Z;LYCEE PROFESSIONNEL BLAISE PASCAL;83
0520029Z;LYCEE PROFESSIONNEL BLAISE PASCAL;79
0520029Z;LYCEE PROFESSIONNEL BLAISE PASCAL;94
0170052P;LYCEE PROFESSIONNEL BLAISE PASCAL LYCEE DES METIERS DE LA MAINTENANCE DE LA SECURITE ET DES TRAVAUX ;94
0170052P;LYCEE PROFESSIONNEL BLAISE PASCAL LYCEE DES METIERS DE LA MAINTENANCE DE LA SECURITE ET DES TRAVAUX ;89
0170052P;LYCEE PROFESSIONNEL BLAISE PASCAL LYCEE DES METIERS DE LA MAINTENANCE DE LA SECURITE ET DES TRAVAUX ;83
0170052P;LYCEE PROFESSIONNEL BLAISE PASCAL LYCEE DES METIERS DE LA MAINTENANCE DE LA SECURITE ET DES TRAVAUX ;85
190008,00 F;LYCEE PROFESSIONNEL BORT ARTENSE;90
190008,00 F;LYCEE PROFESSIONNEL BORT ARTENSE;100
190008,00 F;LYCEE PROFESSIONNEL BORT ARTENSE;83
0800063J;LYCEE PROFESSIONNEL BOUCHER DE PERTHES LYCEE DES METIERS;91
0800063J;LYCEE PROFESSIONNEL BOUCHER DE PERTHES LYCEE DES METIERS;82
0800063J;LYCEE PROFESSIONNEL BOUCHER DE PERTHES LYCEE DES METIERS;92
0800063J;LYCEE PROFESSIONNEL BOUCHER DE PERTHES LYCEE DES METIERS;88
0820032P;LYCEE PROFESSIONNEL BOURDELLE;78
0820032P;LYCEE PROFESSIONNEL BOURDELLE;83
0820032P;LYCEE PROFESSIONNEL BOURDELLE;82
750794,00 F;LYCEE PROFESSIONNEL BRASSAI LYCEE DES METIERS DE LA PHOTOGRAPHIE ET DE L IMAGE;69
750794,00 F;LYCEE PROFESSIONNEL BRASSAI LYCEE DES METIERS DE LA PHOTOGRAPHIE ET DE L IMAGE;90
750794,00 F;LYCEE PROFESSIONNEL BRASSAI LYCEE DES METIERS DE LA PHOTOGRAPHIE ET DE L IMAGE;73
750794,00 F;LYCEE PROFESSIONNEL BRASSAI LYCEE DES METIERS DE LA PHOTOGRAPHIE ET DE L IMAGE;82
0350059Z;LYCEE PROFESSIONNEL BREQUIGNY;95
0350059Z;LYCEE PROFESSIONNEL BREQUIGNY;89
0350059Z;LYCEE PROFESSIONNEL BREQUIGNY;93
0350059Z;LYCEE PROFESSIONNEL BREQUIGNY;87
0440074S;LYCEE PROFESSIONNEL BROSSAUD BLANCHO;75
0440074S;LYCEE PROFESSIONNEL BROSSAUD BLANCHO;87
0440074S;LYCEE PROFESSIONNEL BROSSAUD BLANCHO;88
0440074S;LYCEE PROFESSIONNEL BROSSAUD BLANCHO;79
0440074S;LYCEE PROFESSIONNEL BROSSAUD BLANCHO LYCEE DES METIERS;79
0440074S;LYCEE PROFESSIONNEL BROSSAUD BLANCHO LYCEE DES METIERS;88
0440074S;LYCEE PROFESSIONNEL BROSSAUD BLANCHO LYCEE DES METIERS;87
0440074S;LYCEE PROFESSIONNEL BROSSAUD BLANCHO LYCEE DES METIERS;75
0440074S;LYCEE PROFESSIONNEL BROSSAUD BLANCHO LYCEE DES METIERS DE LA CHAUDRONNERIE ET DU SOUDAGE;88
0440074S;LYCEE PROFESSIONNEL BROSSAUD BLANCHO LYCEE DES METIERS DE LA CHAUDRONNERIE ET DU SOUDAGE;87
0440074S;LYCEE PROFESSIONNEL BROSSAUD BLANCHO LYCEE DES METIERS DE LA CHAUDRONNERIE ET DU SOUDAGE;79
0440074S;LYCEE PROFESSIONNEL BROSSAUD BLANCHO LYCEE DES METIERS DE LA CHAUDRONNERIE ET DU SOUDAGE;75
0940145X;LYCEE PROFESSIONNEL CAMILLE CLAUDEL;68
0940145X;LYCEE PROFESSIONNEL CAMILLE CLAUDEL;80
0940145X;LYCEE PROFESSIONNEL CAMILLE CLAUDEL;90
0940145X;LYCEE PROFESSIONNEL CAMILLE CLAUDEL;75
0881140L;LYCEE PROFESSIONNEL CAMILLE CLAUDEL;83
0881140L;LYCEE PROFESSIONNEL CAMILLE CLAUDEL;85
0881140L;LYCEE PROFESSIONNEL CAMILLE CLAUDEL;74
0881140L;LYCEE PROFESSIONNEL CAMILLE CLAUDEL;82
0690125L;LYCEE PROFESSIONNEL CAMILLE CLAUDEL;78
0690125L;LYCEE PROFESSIONNEL CAMILLE CLAUDEL;81
0690125L;LYCEE PROFESSIONNEL CAMILLE CLAUDEL;83
0690125L;LYCEE PROFESSIONNEL CAMILLE CLAUDEL;72
0020088K;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DE L OPTIQUE ET DU TERTIAIRE;80
0020088K;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DE L OPTIQUE ET DU TERTIAIRE;77
0020088K;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DE L OPTIQUE ET DU TERTIAIRE;72
0020088K;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DE L OPTIQUE ET DU TERTIAIRE;58
0690125L;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DE LA CHAPELLERIE DU TERTIAIRE COMMERCIAL ET A;72
0690125L;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DE LA CHAPELLERIE DU TERTIAIRE COMMERCIAL ET A;83
0690125L;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DE LA CHAPELLERIE DU TERTIAIRE COMMERCIAL ET A;81
0690125L;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DE LA CHAPELLERIE DU TERTIAIRE COMMERCIAL ET A;78
0140019V;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DES SERVICES;82
0140019V;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DES SERVICES;92
0140019V;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DES SERVICES;86
0631409P;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DU GENIE ELECTRIQUE DE LA PREVENTION ET DE LA ;80
0631409P;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DU GENIE ELECTRIQUE DE LA PREVENTION ET DE LA ;79
0631409P;LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DU GENIE ELECTRIQUE DE LA PREVENTION ET DE LA ;88
0711322B;LYCEE PROFESSIONNEL CAMILLE DU GAST;80
0711322B;LYCEE PROFESSIONNEL CAMILLE DU GAST;87
0711322B;LYCEE PROFESSIONNEL CAMILLE DU GAST LYCEE DES METIERS DE LA MAINTENANCE DES VEHICULES DU TRANSPORT E;87
0711322B;LYCEE PROFESSIONNEL CAMILLE DU GAST LYCEE DES METIERS DE LA MAINTENANCE DES VEHICULES DU TRANSPORT E;80
0711322B;LYCEE PROFESSIONNEL CAMILLE DU GAST LYCEE DES METIERS DE LA MAINTENANCE DES VEHICULES TRANSPORT ET L;87
0711322B;LYCEE PROFESSIONNEL CAMILLE DU GAST LYCEE DES METIERS DE LA MAINTENANCE DES VEHICULES TRANSPORT ET L;80
0130068D;LYCEE PROFESSIONNEL CAMILLE JULLIAN;79
0130068D;LYCEE PROFESSIONNEL CAMILLE JULLIAN;72
0130068D;LYCEE PROFESSIONNEL CAMILLE JULLIAN;98
0670043H;LYCEE PROFESSIONNEL CAMILLE SCHNEIDER;94
0670043H;LYCEE PROFESSIONNEL CAMILLE SCHNEIDER;80
0670043H;LYCEE PROFESSIONNEL CAMILLE SCHNEIDER;83
0670043H;LYCEE PROFESSIONNEL CAMILLE SCHNEIDER;82
0420076E;LYCEE PROFESSIONNEL CARNOT;80
0420076E;LYCEE PROFESSIONNEL CARNOT;84
0420076E;LYCEE PROFESSIONNEL CARNOT;90
0420076E;LYCEE PROFESSIONNEL CARNOT;81
0590266U;LYCEE PROFESSIONNEL CESAR BAGGIO;77
0590266U;LYCEE PROFESSIONNEL CESAR BAGGIO;91
0590266U;LYCEE PROFESSIONNEL CESAR BAGGIO;71
0590266U;LYCEE PROFESSIONNEL CESAR BAGGIO LYCEE DES METIERS DES SCIENCES DE L INGENIEUR ET DU DEVELOPPEMENT D;77
0590266U;LYCEE PROFESSIONNEL CESAR BAGGIO LYCEE DES METIERS DES SCIENCES DE L INGENIEUR ET DU DEVELOPPEMENT D;91
0590266U;LYCEE PROFESSIONNEL CESAR BAGGIO LYCEE DES METIERS DES SCIENCES DE L INGENIEUR ET DU DEVELOPPEMENT D;71
0460032K;LYCEE PROFESSIONNEL CHAMPOLLION LYCEE DES METIERS DE L INDUSTRIE : PRODUCTIQUE MECANIQUE ELECTRONIQU;91
0460032K;LYCEE PROFESSIONNEL CHAMPOLLION LYCEE DES METIERS DE L INDUSTRIE : PRODUCTIQUE MECANIQUE ELECTRONIQU;87
0460032K;LYCEE PROFESSIONNEL CHAMPOLLION LYCEE DES METIERS DE L INDUSTRIE : PRODUCTIQUE MECANIQUE ELECTRONIQU;89
0460032K;LYCEE PROFESSIONNEL CHAMPOLLION LYCEE DES METIERS DE L INDUSTRIE : PRODUCTIQUE MECANIQUE ELECTRONIQU;92
0340061G;LYCEE PROFESSIONNEL CHARLES ALLIES LYCEE DES METIERS DU COMMERCE ET DE LA MAINTENANCE DES MATERIELS;96
0340061G;LYCEE PROFESSIONNEL CHARLES ALLIES LYCEE DES METIERS DU COMMERCE ET DE LA MAINTENANCE DES MATERIELS;75
0340061G;LYCEE PROFESSIONNEL CHARLES ALLIES LYCEE DES METIERS DU COMMERCE ET DE LA MAINTENANCE DES MATERIELS;97
0340061G;LYCEE PROFESSIONNEL CHARLES ALLIES LYCEE DES METIERS DU COMMERCE ET DE LA MAINTENANCE DES MATERIELS;84
0160047P;LYCEE PROFESSIONNEL CHARLES AUGUSTIN COULOMB;80
0160047P;LYCEE PROFESSIONNEL CHARLES AUGUSTIN COULOMB;87
0160047P;LYCEE PROFESSIONNEL CHARLES AUGUSTIN COULOMB;92
0160047P;LYCEE PROFESSIONNEL CHARLES AUGUSTIN COULOMB;81
0771880A;LYCEE PROFESSIONNEL CHARLES BAUDELAIRE;73
0771880A;LYCEE PROFESSIONNEL CHARLES BAUDELAIRE;70
0771880A;LYCEE PROFESSIONNEL CHARLES BAUDELAIRE;79
0771880A;LYCEE PROFESSIONNEL CHARLES BAUDELAIRE;74
0911254U;LYCEE PROFESSIONNEL CHARLES BAUDELAIRE LYCEE DES METIERS DE LA COIFFURE ET DE L ESTHETIQUE DES SERVI;92
0911254U;LYCEE PROFESSIONNEL CHARLES BAUDELAIRE LYCEE DES METIERS DE LA COIFFURE ET DE L ESTHETIQUE DES SERVI;88
0911254U;LYCEE PROFESSIONNEL CHARLES BAUDELAIRE LYCEE DES METIERS DE LA COIFFURE ET DE L ESTHETIQUE DES SERVI;96
0911254U;LYCEE PROFESSIONNEL CHARLES BAUDELAIRE LYCEE DES METIERS DE LA COIFFURE ET DE L ESTHETIQUE DES SERVI;89
0110823K;LYCEE PROFESSIONNEL CHARLES CROS LYCEE DES METIERS DE LA COMMERCIALISATION ET DE LA RESTAURATION;89
0110823K;LYCEE PROFESSIONNEL CHARLES CROS LYCEE DES METIERS DE LA COMMERCIALISATION ET DE LA RESTAURATION;88
0110823K;LYCEE PROFESSIONNEL CHARLES CROS LYCEE DES METIERS DE LA COMMERCIALISATION ET DE LA RESTAURATION;84
0110823K;LYCEE PROFESSIONNEL CHARLES CROS LYCEE DES METIERS DE LA COMMERCIALISATION ET DE LA RESTAURATION;82
0600041U;LYCEE PROFESSIONNEL CHARLES DE BOVELLES LYCEE DES METIERS;81
0600041U;LYCEE PROFESSIONNEL CHARLES DE BOVELLES LYCEE DES METIERS;71
0600041U;LYCEE PROFESSIONNEL CHARLES DE BOVELLES LYCEE DES METIERS;87
0600041U;LYCEE PROFESSIONNEL CHARLES DE BOVELLES LYCEE DES METIERS;86
0750508V;LYCEE PROFESSIONNEL CHARLES DE GAULLE;53
0750508V;LYCEE PROFESSIONNEL CHARLES DE GAULLE;77
0750508V;LYCEE PROFESSIONNEL CHARLES DE GAULLE;78
0750508V;LYCEE PROFESSIONNEL CHARLES DE GAULLE;52
0340078A;LYCEE PROFESSIONNEL CHARLES DE GAULLE LYCEE DES METIERS DE LA COMMERCIALISATION ET DE LA RESTAURATIO;80
0340078A;LYCEE PROFESSIONNEL CHARLES DE GAULLE LYCEE DES METIERS DE LA COMMERCIALISATION ET DE LA RESTAURATIO;86
0340078A;LYCEE PROFESSIONNEL CHARLES DE GAULLE LYCEE DES METIERS DE LA COMMERCIALISATION ET DE LA RESTAURATIO;89
0080028M;LYCEE PROFESSIONNEL CHARLES DE GONZAGUE LYCEE DES METIERS DE L HABITAT;68
0080028M;LYCEE PROFESSIONNEL CHARLES DE GONZAGUE LYCEE DES METIERS DE L HABITAT;93
0080028M;LYCEE PROFESSIONNEL CHARLES DE GONZAGUE LYCEE DES METIERS DE L HABITAT;73
0080028M;LYCEE PROFESSIONNEL CHARLES DE GONZAGUE LYCEE DES METIERS DE L HABITAT;62
0130151U;LYCEE PROFESSIONNEL CHARLES MONGRAND;82
0130151U;LYCEE PROFESSIONNEL CHARLES MONGRAND;92
0130151U;LYCEE PROFESSIONNEL CHARLES MONGRAND;89
0130151U;LYCEE PROFESSIONNEL CHARLES MONGRAND;87
0130151U;LYCEE PROFESSIONNEL CHARLES MONGRAND LYCEE DES METIERS DU TERTIAIRE ET DES SERVICES A LA PERSONNE;87
0130151U;LYCEE PROFESSIONNEL CHARLES MONGRAND LYCEE DES METIERS DU TERTIAIRE ET DES SERVICES A LA PERSONNE;89
0130151U;LYCEE PROFESSIONNEL CHARLES MONGRAND LYCEE DES METIERS DU TERTIAIRE ET DES SERVICES A LA PERSONNE;82
0130151U;LYCEE PROFESSIONNEL CHARLES MONGRAND LYCEE DES METIERS DU TERTIAIRE ET DES SERVICES A LA PERSONNE;92
0330076D;LYCEE PROFESSIONNEL CHARLES PEGUY LYCEE DES METIERS DE L INDUSTRIE ET DE L ARTISANAT;78
0330076D;LYCEE PROFESSIONNEL CHARLES PEGUY LYCEE DES METIERS DE L INDUSTRIE ET DE L ARTISANAT;84
0330076D;LYCEE PROFESSIONNEL CHARLES PEGUY LYCEE DES METIERS DE L INDUSTRIE ET DE L ARTISANAT;83
0680074L;LYCEE PROFESSIONNEL CHARLES POINTET LYCEE DES METIERS;84
0680074L;LYCEE PROFESSIONNEL CHARLES POINTET LYCEE DES METIERS;92
0680074L;LYCEE PROFESSIONNEL CHARLES POINTET LYCEE DES METIERS;88
0680074L;LYCEE PROFESSIONNEL CHARLES POINTET LYCEE DES METIERS;79
0130171R;LYCEE PROFESSIONNEL CHARLES PRIVAT LYCEE DES METIERS DES ENERGIES ET DE L INDUSTRIE;74
0130171R;LYCEE PROFESSIONNEL CHARLES PRIVAT LYCEE DES METIERS DES ENERGIES ET DE L INDUSTRIE;83
0130171R;LYCEE PROFESSIONNEL CHARLES PRIVAT LYCEE DES METIERS DES ENERGIES ET DE L INDUSTRIE;62
0130171R;LYCEE PROFESSIONNEL CHARLES PRIVAT LYCEE DES METIERS DES ENERGIES ET DE L INDUSTRIE;84
0680037W;LYCEE PROFESSIONNEL CHARLES STOESSEL LYCEE DES METIERS;72
0680037W;LYCEE PROFESSIONNEL CHARLES STOESSEL LYCEE DES METIERS;74
0680037W;LYCEE PROFESSIONNEL CHARLES STOESSEL LYCEE DES METIERS;81
0680037W;LYCEE PROFESSIONNEL CHARLES STOESSEL LYCEE DES METIERS;83
351054,00 F;LYCEE PROFESSIONNEL CHARLES TILLON;86
351054,00 F;LYCEE PROFESSIONNEL CHARLES TILLON;91
351054,00 F;LYCEE PROFESSIONNEL CHARLES TILLON;76
0451442Y;LYCEE PROFESSIONNEL CHATEAU BLANC;72
0451442Y;LYCEE PROFESSIONNEL CHATEAU BLANC;73
0451442Y;LYCEE PROFESSIONNEL CHATEAU BLANC;83
0451442Y;LYCEE PROFESSIONNEL CHATEAU BLANC;80
0950658Z;LYCEE PROFESSIONNEL CHATEAU D EPLUCHES LYCEE DES METIERS DE L AUTOMOBILE ET DU TRANSPORT;67
0950658Z;LYCEE PROFESSIONNEL CHATEAU D EPLUCHES LYCEE DES METIERS DE L AUTOMOBILE ET DU TRANSPORT;70
0950658Z;LYCEE PROFESSIONNEL CHATEAU D EPLUCHES LYCEE DES METIERS DE L AUTOMOBILE ET DU TRANSPORT;80
0950658Z;LYCEE PROFESSIONNEL CHATEAU D EPLUCHES LYCEE DES METIERS DE L AUTOMOBILE ET DU TRANSPORT;74
0910629P;LYCEE PROFESSIONNEL CHATEAU DES COUDRAIES LYCEE DES METIERS DE BOUCHE ET D HOTELLERIE;74
0910629P;LYCEE PROFESSIONNEL CHATEAU DES COUDRAIES LYCEE DES METIERS DE BOUCHE ET D HOTELLERIE;88
0910629P;LYCEE PROFESSIONNEL CHATEAU DES COUDRAIES LYCEE DES METIERS DE BOUCHE ET D HOTELLERIE;86
0910629P;LYCEE PROFESSIONNEL CHATEAU DES COUDRAIES LYCEE DES METIERS DE BOUCHE ET D HOTELLERIE;83
0020025S;LYCEE PROFESSIONNEL CHATEAU POTEL LYCEE DES METIERS HORTICULTURE ET MAINTENANCE (VEHICULES INDUSTRIE;91
0020025S;LYCEE PROFESSIONNEL CHATEAU POTEL LYCEE DES METIERS HORTICULTURE ET MAINTENANCE (VEHICULES INDUSTRIE;97
0020025S;LYCEE PROFESSIONNEL CHATEAU POTEL LYCEE DES METIERS HORTICULTURE ET MAINTENANCE (VEHICULES INDUSTRIE;100
0020025S;LYCEE PROFESSIONNEL CHATEAU POTEL LYCEE DES METIERS HORTICULTURE ET MAINTENANCE (VEHICULES INDUSTRIE;82
9720501M;LYCEE PROFESSIONNEL CHATEAUBOEUF;93
9720501M;LYCEE PROFESSIONNEL CHATEAUBOEUF;96
9720501M;LYCEE PROFESSIONNEL CHATEAUBOEUF;85
9720501M;LYCEE PROFESSIONNEL CHATEAUBOEUF;84
0360003H;LYCEE PROFESSIONNEL CHATEAUNEUF;80
0360003H;LYCEE PROFESSIONNEL CHATEAUNEUF;88
0360003H;LYCEE PROFESSIONNEL CHATEAUNEUF;91
0360003H;LYCEE PROFESSIONNEL CHATEAUNEUF;75
0750783U;LYCEE PROFESSIONNEL CHENNEVIERE MALEZIEUX;77
0750783U;LYCEE PROFESSIONNEL CHENNEVIERE MALEZIEUX;87
0750783U;LYCEE PROFESSIONNEL CHENNEVIERE MALEZIEUX;80
