Année;UAI;Libellé;Région;Niveau formation;Taux interruption formation;Taux poursuite études;Taux emploi 6 mois;Taux emploi 12 mois;Taux emploi 18 mois;Taux emploi 24 mois
cumul 2019-2020;0542262R;Lycée polyvalent  Emmanuel Héré - Lycée des métiers du bâtiment et de l'energie;GRAND EST;BAC PRO;49.0;64.0;42.0;45.0;53.0;57.0
cumul 2019-2020;0560197K;Lycée professionnel privé Saint Michel;BRETAGNE;BAC PRO;18.0;67.0;45.0;55.0;65.0;60.0
cumul 2019-2020;0561698S;Lycée polyvalent Jean Macé;BRETAGNE;BAC PRO;30.0;54.0;28.0;36.0;36.0;46.0
cumul 2019-2020;0573211F;Lycée André Citroen - Lycée des métiers de l'automobile;GRAND EST;CAP;31.0;45.0;36.0;47.0;47.0;52.0
cumul 2019-2020;0590198V;Lycée professionnel Georges Guynemer;HAUTS-DE-FRANCE;BP;;;;;;
cumul 2019-2020;0590255G;Lycée professionnel Guy Debeyre;HAUTS-DE-FRANCE;BAC PRO;46.0;65.0;22.0;37.0;40.0;50.0
cumul 2019-2020;0590265T;Lycée Professionnel Edmond Labbé;HAUTS-DE-FRANCE;BAC PRO;37.0;56.0;30.0;39.0;32.0;44.0
cumul 2019-2020;0592965C;Lycée Polyvalent privé EIC Industriel et Commercial;HAUTS-DE-FRANCE;BAC PRO;27.0;61.0;41.0;43.0;43.0;51.0
cumul 2019-2020;0592966D;Lycée polyvalent privé EIC Jehanne d'Arc;HAUTS-DE-FRANCE;CAP;45.0;70.0;;;;
cumul 2019-2020;0593040J;Lycée polyvalent privé Notre-Dame de La Providence;HAUTS-DE-FRANCE;BAC PRO;31.0;72.0;48.0;60.0;60.0;68.0
cumul 2019-2020;0594278E;Lycée technologique privé EPID;HAUTS-DE-FRANCE;BTS;29.0;26.0;49.0;54.0;59.0;71.0
cumul 2019-2020;0595480L;Lycée professionnel Ile Jeanty;HAUTS-DE-FRANCE;BAC PRO;49.0;42.0;24.0;36.0;38.0;44.0
cumul 2019-2020;0610026X;Lycée polyvalent Napoleon;NORMANDIE;BAC PRO;31.0;59.0;35.0;54.0;54.0;60.0
cumul 2019-2020;0610721C;Lycée professionnel privé Jeanne d'Arc;NORMANDIE;CAP;0.0;69.0;;;;
cumul 2019-2020;0620011A;Lycée Professionnel Jacques Le Caron;HAUTS-DE-FRANCE;BAC PRO;60.0;49.0;39.0;51.0;55.0;55.0
cumul 2019-2020;0620043K;Lycée professionnel Salvador Allende;HAUTS-DE-FRANCE;BP;;;;;;
cumul 2019-2020;0622198C;Lycée polyvalent privé et Campus St Joseph - Lycée des Métiers Energies,Numérique et Automation - Management,Gestion,Communication - Santé,Social;HAUTS-DE-FRANCE;BTS;31.0;44.0;48.0;57.0;59.0;66.0
cumul 2019-2020;0622807P;Lycée Polyvalent Hôtelier;HAUTS-DE-FRANCE;MC3;0.0;15.0;;;;
cumul 2019-2020;0640042Y;Lycée professionnel Haute Vue - Lycée des métiers du goût et des soins et des services à la personne;NOUVELLE-AQUITAINE;CAP;31.0;37.0;41.0;54.0;59.0;66.0
cumul 2019-2020;0641705F;Lycée professionnel privé Saint Joseph;NOUVELLE-AQUITAINE;CAP;15.0;41.0;27.0;36.0;42.0;42.0
cumul 2019-2020;0641705F;Lycée professionnel privé Saint Joseph;NOUVELLE-AQUITAINE;MC3;23.0;27.0;;;;
cumul 2019-2020;0650027B;Lycée général et technologique Jean Dupuy;OCCITANIE;BAC PRO;;;;;;
cumul 2019-2020;0660924W;Lycée polyvalent Christian Bourquin;OCCITANIE;BTS;25.0;34.0;31.0;55.0;40.0;70.0
cumul 2019-2020;0672198A;Lycée polyvalent Le Corbusier - Lycée des métiers de l'architecture, de la construction et du design;GRAND EST;BP;;;;;;
cumul 2019-2020;0680010S;Lycée polyvalent Blaise Pascal;GRAND EST;CAP;34.0;54.0;13.0;15.0;33.0;41.0
cumul 2019-2020;0680073K;Lycée général et technologique Scheurer Kestner;GRAND EST;BTS;36.0;18.0;48.0;45.0;58.0;68.0
cumul 2019-2020;0680159D;Lycée professionnel privé Saint Joseph de Cluny;GRAND EST;BAC PRO;45.0;58.0;31.0;31.0;44.0;51.0
cumul 2019-2020;0681801N;Lycée polyvalent C. De Gaulle - Lycée des métiers de la sécurité et de l'industrie;GRAND EST;CAP;;34.0;13.0;22.0;26.0;52.0
cumul 2019-2020;0690010L;Lycée professionnel Tony Garnier - Lycée des métiers du bâtiment et des travaux publics;AUVERGNE-RHONE-ALPES;CAP;31.0;40.0;43.0;42.0;51.0;47.0
cumul 2019-2020;0690023A;Lycée général et technologique Ampère;AUVERGNE-RHONE-ALPES;BTS;21.0;48.0;70.0;69.0;69.0;71.0
cumul 2019-2020;0690109U;Lycée professionnel Marie Curie - Lycée des métiers du commerce et du service à la personne;AUVERGNE-RHONE-ALPES;CAP;21.0;15.0;29.0;37.0;38.0;41.0
cumul 2019-2020;0690125L;Lycée professionnel Camille Claudel - Lycée des métiers de la chapellerie, du tertiaire commercial et administratif;AUVERGNE-RHONE-ALPES;BAC PRO;23.0;55.0;38.0;39.0;55.0;55.0
cumul 2019-2020;0690631L;Lycée technologique privé ICOF;AUVERGNE-RHONE-ALPES;BTS;26.0;41.0;52.0;54.0;75.0;69.0
cumul 2019-2020;0691644M;Lycée polyvalent Louis Armand;AUVERGNE-RHONE-ALPES;CAP;18.0;32.0;31.0;38.0;54.0;69.0
cumul 2019-2020;0693786R;Lycée polyvalent privé Jehanne de France;AUVERGNE-RHONE-ALPES;BAC PRO;12.0;50.0;49.0;52.0;57.0;59.0
cumul 2019-2020;0700018P;Lycée polyvalent Georges Colomb;BOURGOGNE-FRANCHE-COMTE;CAP;;;;;;
cumul 2019-2020;0710042K;Lycée polyvalent Henri Vincenot;BOURGOGNE-FRANCHE-COMTE;BAC PRO;30.0;64.0;38.0;50.0;56.0;66.0
cumul 2019-2020;0711384U;Lycée professionnel Claudie Haigneré;BOURGOGNE-FRANCHE-COMTE;MC4;;;;;;
cumul 2019-2020;0720033V;Lycée polyvalent Gabriel Touchard-Washington - Lycée des métiers;PAYS DE LA LOIRE;BAC PRO;30.0;69.0;30.0;40.0;49.0;48.0
cumul 2019-2020;0720843A;Lycée polyvalent privé Sainte Anne;PAYS DE LA LOIRE;BAC PRO;16.0;70.0;;;;
cumul 2019-2020;0721548S;Lycée général et technologique André Malraux;PAYS DE LA LOIRE;BTS;22.0;43.0;62.0;70.0;68.0;78.0
cumul 2019-2020;0740027C;Lycée polyvalent Mont Blanc René Dayve - Lycée des métiers de l'industrie;AUVERGNE-RHONE-ALPES;BAC PRO;42.0;56.0;52.0;54.0;52.0;61.0
cumul 2019-2020;0740047Z;Lycée polyvalent Savoie Léman - Lycée des métiers de l'hôtellerie restauration;AUVERGNE-RHONE-ALPES;BAC PRO;18.0;62.0;;;;
cumul 2019-2020;0740143D;Lycée polyvalent privé St Jean Bosco Les Cordeliers;AUVERGNE-RHONE-ALPES;BTS;;;;;;
cumul 2019-2020;0740148J;Lycée professionnel privé La Fontaine;AUVERGNE-RHONE-ALPES;BAC PRO;9.0;52.0;49.0;54.0;57.0;67.0
cumul 2019-2020;0741286W;Lycée professionnel privé Sainte Famille  -Lycée des métiers de la comptabilité et de la gestion;AUVERGNE-RHONE-ALPES;MC3;;;;;;
cumul 2019-2020;0750463W;Lycée polyvalent Lucas de Nehou - Lycée des métiers des arts du verre et des structures verrières;ILE-DE-FRANCE;BAC PRO;;;;;;
cumul 2019-2020;0750502N;Lycée polyvalent Maximilien Vox-arts appliqués - design de communication - industries graphiques;ILE-DE-FRANCE;BAC PRO;18.0;62.0;31.0;34.0;31.0;34.0
cumul 2019-2020;0750502N;Lycée polyvalent Maximilien Vox-arts appliqués - design de communication - industries graphiques;ILE-DE-FRANCE;BTS;;76.0;;;;
cumul 2019-2020;0750676C;Lycée polyvalent Dorian - Lycée des métiers de la mécatronique, de la topographie et de la verrerie;ILE-DE-FRANCE;BTS;48.0;40.0;49.0;54.0;62.0;69.0
cumul 2019-2020;0750691U;Lycée polyvalent Raspail - Lycée des métiers des énergies et de l'environnement;ILE-DE-FRANCE;MC4;38.0;38.0;;;;
cumul 2019-2020;0750788Z;Lycée professionnel Marcel Deprez - Lycée des métiers de l'électrotechnique;ILE-DE-FRANCE;BAC PRO;28.0;71.0;29.0;38.0;30.0;43.0
cumul 2019-2020;0753350J;Lycée professionnel Maria Deraismes;ILE-DE-FRANCE;BAC PRO;49.0;49.0;32.0;30.0;49.0;44.0
cumul 2019-2020;0754029X;Lycée polyvalent privé Carcado Saisseval - Lycée des métiers du management du commerce, des services et soins à la personne;ILE-DE-FRANCE;CAP;20.0;72.0;;;;
cumul 2019-2020;0754030Y;Lycée polyvalent privé Albert de Mun;ILE-DE-FRANCE;BTS;31.0;39.0;46.0;52.0;59.0;77.0
cumul 2019-2020;0760005T;Lycée général et technologique Thomas Corneille;NORMANDIE;BTS;31.0;19.0;64.0;65.0;69.0;71.0
cumul 2019-2020;0761322Z;Lycée professionnel Claude Monet;NORMANDIE;BAC PRO;22.0;63.0;13.0;39.0;22.0;35.0
cumul 2019-2020;0761347B;Lycée professionnel privé Notre-Dame;NORMANDIE;CAP;20.0;79.0;;;;
cumul 2019-2020;0762602R;Lycée professionnel des 4 Cantons - Grieu - Lycée des métiers de la maintenance et de l'information numérique;NORMANDIE;MC4;;;;;;
cumul 2019-2020;0763237F;Lycée polyvalent Georges Baptiste - Lycée des métiers de l'hôtellerie, de la restauration et de la boulangerie - pâtisserie;NORMANDIE;MC3;12.0;26.0;65.0;65.0;77.0;90.0
cumul 2019-2020;0770924L;Lycée polyvalent de Coulommiers;ILE-DE-FRANCE;BAC PRO;33.0;41.0;53.0;60.0;63.0;65.0
cumul 2019-2020;0771200L;Lycée général et technologique privé Blanche de Castille;ILE-DE-FRANCE;BAC PRO;31.0;58.0;22.0;38.0;43.0;48.0
cumul 2019-2020;0772120L;Lycée général et technologique Jean Moulin;ILE-DE-FRANCE;BAC PRO;14.0;53.0;30.0;32.0;44.0;50.0
cumul 2019-2020;0772225A;Lycée professionnel Lino Ventura - Lycée des métiers de la santé et de l'aide à la personne;ILE-DE-FRANCE;BAC PRO;18.0;64.0;29.0;40.0;40.0;48.0
cumul 2019-2020;0772225A;Lycée professionnel Lino Ventura - Lycée des métiers de la santé et de l'aide à la personne;ILE-DE-FRANCE;BTS;23.0;42.0;56.0;36.0;48.0;56.0
cumul 2019-2020;0790043T;Lycée professionnel Paul Guérin;NOUVELLE-AQUITAINE;BAC PRO;45.0;66.0;46.0;46.0;49.0;60.0
cumul 2019-2020;0790043T;Lycée professionnel Paul Guérin;NOUVELLE-AQUITAINE;CAP;;;;;;
cumul 2019-2020;0791062A;Lycée général et technologique Venise Verte;NOUVELLE-AQUITAINE;BTS;23.0;37.0;67.0;68.0;68.0;77.0
cumul 2019-2020;0800001S;Lycée d'enseignement général et technologique Boucher de Perthes;HAUTS-DE-FRANCE;BTS;37.0;32.0;46.0;55.0;45.0;65.0
cumul 2019-2020;0801864S;Lycée polyvalent du Vimeu - Lycée des métiers de l'industrie et du tertiaire;HAUTS-DE-FRANCE;CAP;30.0;51.0;7.0;17.0;20.0;47.0
cumul 2019-2020;0810018E;Lycée professionnel Anne Veaute - Lycée des métiers du paramédical et du tertiaire;OCCITANIE;BP;;;;;;
cumul 2019-2020;0810023K;Lycée général et technologique Victor Hugo;OCCITANIE;BTS;41.0;35.0;51.0;54.0;66.0;60.0
cumul 2019-2020;0810108C;Lycée professionnel privé Ensemble scolaire Jeanne d'Arc - Lycée des métiers de la vente;OCCITANIE;BAC PRO;;;;;;
cumul 2019-2020;0811070Y;Lycée professionnel privé Sainte-Cécile;OCCITANIE;CAP;9.0;0.0;45.0;42.0;48.0;55.0
cumul 2019-2020;0820001F;Lycée Norman Foster - Lycée des métiers du Bâtiment - Travaux Publics - Topographie et usages du numérique;OCCITANIE;BTS;25.0;40.0;77.0;85.0;77.0;83.0
cumul 2019-2020;0830116A;Lycée professionnel privé Marie France;PROVENCE-ALPES-COTE D'AZUR;BAC PRO;30.0;52.0;46.0;53.0;53.0;58.0
cumul 2019-2020;0831354W;Lycée professionnel La Coudoulière;PROVENCE-ALPES-COTE D'AZUR;BAC PRO;27.0;48.0;29.0;46.0;47.0;58.0
cumul 2019-2020;0831354W;Lycée professionnel La Coudoulière;PROVENCE-ALPES-COTE D'AZUR;BTS;;;;;;
cumul 2019-2020;0831440P;Lycée polyvalent Albert Camus;PROVENCE-ALPES-COTE D'AZUR;BAC PRO;43.0;43.0;34.0;75.0;52.0;79.0
cumul 2019-2020;0831646N;Lycée Polyvalent du Val d'Argens;PROVENCE-ALPES-COTE D'AZUR;BAC PRO;28.0;59.0;43.0;54.0;57.0;72.0
cumul 2019-2020;0831646N;Lycée Polyvalent du Val d'Argens;PROVENCE-ALPES-COTE D'AZUR;CAP;34.0;47.0;;;;
cumul 2019-2020;0840021S;Lycée polyvalent Alphonse Benoit - Lycée des métiers des énergies, du numérique et de la sécurité;PROVENCE-ALPES-COTE D'AZUR;BAC PRO;25.0;54.0;42.0;50.0;54.0;56.0
cumul 2019-2020;0840700E;Lycée professionnel Ferdinand Revoul - Lycée des métiers des arts culinaires et des technologies;PROVENCE-ALPES-COTE D'AZUR;CAP;49.0;45.0;27.0;35.0;35.0;49.0
cumul 2019-2020;0850032Y;Lycée général et technologique Savary de Mauléon;PAYS DE LA LOIRE;BTS;34.0;41.0;64.0;73.0;68.0;77.0
cumul 2019-2020;0850068M;Lycée Polyvalent Francois Rabelais;PAYS DE LA LOIRE;BAC PRO;21.0;50.0;46.0;51.0;54.0;62.0
cumul 2019-2020;0850077X;Lycée polyvalent privé Sainte Ursule;PAYS DE LA LOIRE;BAC PRO;13.0;45.0;;;;
cumul 2019-2020;0860774Z;Ensemble scolaire Saint Jacques de Compostelle;NOUVELLE-AQUITAINE;BAC PRO;27.0;59.0;31.0;45.0;46.0;67.0
cumul 2019-2020;0860789R;Lycée polyvalent privé Isaac de l'étoile;NOUVELLE-AQUITAINE;BTS;25.0;36.0;54.0;68.0;58.0;68.0
cumul 2019-2020;0860789R;Lycée polyvalent privé Isaac de l'étoile;NOUVELLE-AQUITAINE;CAP;21.0;23.0;71.0;85.0;75.0;81.0
cumul 2019-2020;0860793V;Etablissement régional d'enseignement adapté Anne Frank;NOUVELLE-AQUITAINE;CAP;23.0;40.0;13.0;29.0;29.0;39.0
cumul 2019-2020;0870748R;Lycée professionnel Le Mas Jambost - Lycée des métiers des arts et techniques;NOUVELLE-AQUITAINE;BAC PRO;40.0;46.0;30.0;38.0;39.0;45.0
cumul 2019-2020;0881530K;Lycée professionnel privé Notre Dame - Saint Joseph;GRAND EST;BAC PRO;49.0;55.0;30.0;41.0;43.0;51.0
cumul 2019-2020;0890064L;Lycée polyvalent privé Jeanne d'Arc;BOURGOGNE-FRANCHE-COMTE;BAC PRO;13.0;64.0;;;;
cumul 2019-2020;0910429X;Etablissement régional d'enseignement adapté Le Château du Lac;ILE-DE-FRANCE;CAP;17.0;60.0;41.0;41.0;33.0;44.0
cumul 2019-2020;0910620E;Lycée polyvalent Robert Doisneau, lycée des métiers des services aux entreprises et de l'industrie;ILE-DE-FRANCE;CAP;26.0;65.0;;;;
cumul 2019-2020;0910622G;Lycée polyvalent Geoffroy-Saint-Hilaire;ILE-DE-FRANCE;BTS;35.0;30.0;54.0;54.0;58.0;65.0
cumul 2019-2020;0910715H;Lycée professionnel Jean Perrin, lycée des métiers de l'Industrie, du service à la personne et aux entreprises;ILE-DE-FRANCE;CAP;25.0;50.0;9.0;9.0;13.0;17.0
cumul 2019-2020;0911913K;Lycée général et technologique Vallée de Chevreuse;ILE-DE-FRANCE;BTS;14.0;62.0;50.0;45.0;45.0;35.0
cumul 2019-2020;0920150N;Lycée polyvalent de Prony, lycée des métiers du bois, de l'ébénisterie, de la technique de l'architecture et de l'habitat;ILE-DE-FRANCE;BAC PRO;30.0;52.0;27.0;33.0;38.0;48.0
cumul 2019-2020;0920166F;Lycée professionnel Vassily Kandinsky, lycée des métiers de l'esthétique et des services à la personne;ILE-DE-FRANCE;CAP;26.0;43.0;25.0;17.0;42.0;33.0
cumul 2019-2020;0920171L;Lycée professionnel Louis Blériot, lycée des métiers de l'énergie;ILE-DE-FRANCE;BAC PRO;47.0;50.0;38.0;49.0;55.0;51.0
cumul 2019-2020;0920928J;Lycée général et technologique privé La Salle Passy Buzenval;ILE-DE-FRANCE;BTS;32.0;45.0;;;;
cumul 2019-2020;0921166T;Lycée polyvalent Jean Jaurès, lycée des métiers de la santé et du social;ILE-DE-FRANCE;BTS;35.0;35.0;49.0;58.0;61.0;69.0
cumul 2019-2020;0921595J;Lycée professionnel Daniel Balavoine;ILE-DE-FRANCE;CAP;65.0;71.0;;;;
cumul 2019-2020;0922277A;Lycée polyvalent Charles Petiet;ILE-DE-FRANCE;BAC PRO;41.0;39.0;31.0;31.0;42.0;44.0
cumul 2019-2020;0930830X;Lycée général et technologique Albert Schweitzer;ILE-DE-FRANCE;BTS;22.0;62.0;53.0;49.0;65.0;67.0
cumul 2019-2020;0931739K;Lycée professionnel Jean Moulin;ILE-DE-FRANCE;BAC PRO;44.0;47.0;25.0;31.0;38.0;41.0
cumul 2019-2020;0932667U;Lycée polyvalent Angela Davis;ILE-DE-FRANCE;BAC PRO;26.0;57.0;34.0;33.0;37.0;44.0
cumul 2019-2020;0932721C;Lycée professionnel privé Marcel LAMY;ILE-DE-FRANCE;BAC PRO;;;;;;
cumul 2019-2020;0940137N;Lycée professionnel des métiers la Source;ILE-DE-FRANCE;BTS;;;;;;
cumul 2019-2020;0940580V;Lycée Polyvalent de Cachan;ILE-DE-FRANCE;CAP;21.0;30.0;42.0;54.0;54.0;58.0
cumul 2019-2020;0941294W;Lycée polyvalent Adolphe Chérioux - Lycée des métiers de l'habitat et de l'aménagement urbain;ILE-DE-FRANCE;MC3;15.0;40.0;;;;
cumul 2019-2020;0941474S;Lycée polyvalent Darius Milhaud;ILE-DE-FRANCE;BTS;29.0;31.0;58.0;57.0;67.0;62.0
cumul 2019-2020;0941724N;Lycée professionnel privé Claude-Nicolas Ledoux - Lycée des métiers de la construction et de son environnement;ILE-DE-FRANCE;BAC PRO;28.0;74.0;25.0;28.0;34.0;47.0
cumul 2019-2020;0951281B;Lycée professionnel Turgot, lycée des métiers du commerce et de la gestion administrative;ILE-DE-FRANCE;CAP;44.0;42.0;;;;
cumul 2019-2020;7200011Z;Lycée professionnel Fred Scamaroni - Bastia;CORSE;BTS;55.0;23.0;46.0;75.0;50.0;71.0
cumul 2019-2020;9710052E;Lycée professionnel Louis Delgrès - Lycée des métiers de l'environnement et de l'aménagement du bâtiment;GUADELOUPE;BAC PRO;34.0;40.0;14.0;20.0;26.0;35.0
cumul 2019-2020;9710690Y;Lycée professionnel Ducharmoy - Lycée des métiers du commerce, des services et de l'artisanat;GUADELOUPE;BAC PRO;25.0;41.0;9.0;16.0;27.0;26.0
cumul 2019-2020;9710746J;Lycée professionnel Augustin Arron;GUADELOUPE;BAC PRO;30.0;67.0;22.0;27.0;34.0;39.0
cumul 2019-2020;9711066G;Lycée polyvalent hôtelier du Gosier - Lycée des métiers de l'hôtellerie et du tourisme Archipel Guadeloupe;GUADELOUPE;MC3;17.0;22.0;42.0;28.0;39.0;53.0
cumul 2019-2020;9720074Y;Lycée professionnel privé Saint Joseph de Cluny;MARTINIQUE;BAC PRO;29.0;67.0;29.0;25.0;33.0;33.0
cumul 2019-2020;9720091S;Lycée professionnel Léopold Bissol - Lycée des métiers de la construction et de l'habitat;MARTINIQUE;CAP;45.0;45.0;6.0;8.0;11.0;21.0
cumul 2019-2020;9720424D;Lycée professionnel LUMINA SOPHIE;MARTINIQUE;CAP;47.0;55.0;;;;
cumul 2019-2020;9720501M;Lycée professionnel Chateauboeuf;MARTINIQUE;BTS;40.0;22.0;30.0;42.0;40.0;45.0
cumul 2019-2020;9730196A;Lycée général et technologique Léon-Gontran Damas;GUYANE;BTS;41.0;51.0;32.0;42.0;39.0;52.0
cumul 2019-2020;9730308X;Lycée polyvalent Elie Castor;GUYANE;BAC PRO;30.0;44.0;9.0;15.0;24.0;28.0
cumul 2019-2020;9740002J;Lycée polyvalent Roland Garros;LA REUNION;BAC PRO;25.0;62.0;10.0;16.0;29.0;33.0
cumul 2019-2020;9740472V;Lycée professionnel Patu de Rosemont- Lycée des métiers de la maintenance et de la sécurité;LA REUNION;MC3;18.0;7.0;21.0;33.0;43.0;55.0
cumul 2019-2020;9740575G;Lycée professionnel François de Mahy;LA REUNION;MC4;;45.0;;;;
cumul 2019-2020;9741173G;Lycée polyvalent Moulin Joli;LA REUNION;BAC PRO;61.0;41.0;28.0;34.0;42.0;55.0
cumul 2019-2020;9741270M;Lycée polyvalent Bel Air - Lycée des métiers de la construction métallique;LA REUNION;BAC PRO;70.0;55.0;11.0;21.0;29.0;46.0
cumul 2019-2020;0010032E;Lycée polyvalent Xavier Bichat;AUVERGNE-RHONE-ALPES;CAP;8.0;12.0;29.0;43.0;62.0;43.0
cumul 2019-2020;0020492Z;Lycée professionnel privé Saint-Vincent-de-Paul - Lycée des métiers du design, de la santé et de l'hôtellerie;HAUTS-DE-FRANCE;CAP;25.0;70.0;;;;
cumul 2019-2020;0031082K;Lycée polyvalent Valéry Larbaud;AUVERGNE-RHONE-ALPES;CAP;23.0;43.0;10.0;17.0;28.0;34.0
cumul 2019-2020;0060015J;Lycée professionnel Les Coteaux - Lycée des métiers de la relation client, de la mode et du costume de spectacle;PROVENCE-ALPES-COTE D'AZUR;BTS;;62.0;;;;
cumul 2019-2020;0060034E;Lycée polyvalent hôtelier Tourisme Paul Augier - Lycée des métiers de l'hôtellerie et du tourisme;PROVENCE-ALPES-COTE D'AZUR;BAC PRO;35.0;44.0;37.0;56.0;52.0;72.0
cumul 2019-2020;0061691F;Lycée général et technologique Thierry Maulnier - Lycée des métiers de la chimie;PROVENCE-ALPES-COTE D'AZUR;BTS;16.0;72.0;;;;
cumul 2019-2020;0071351F;Lycée polyvalent Xavier Mallet;AUVERGNE-RHONE-ALPES;BAC PRO;22.0;50.0;35.0;42.0;51.0;48.0
cumul 2019-2020;0080045F;Lycée général et technologique Pierre Bayle;GRAND EST;BTS;38.0;22.0;31.0;41.0;43.0;54.0
cumul 2019-2020;0110027V;Lycée professionnel Edouard Herriot;OCCITANIE;BAC PRO;41.0;42.0;14.0;20.0;23.0;40.0
cumul 2019-2020;0110045P;Lycée polyvalent privé Saint Louis;OCCITANIE;CAP;;;;;;
cumul 2019-2020;0120105Z;Lycée professionnel privé Jeanne d'Arc;OCCITANIE;BAC PRO;20.0;48.0;23.0;41.0;28.0;31.0
cumul 2019-2020;0121429N;Lycée professionnel privé Louis Querbes - Lycée des métiers des secteurs tertiaires - Lycée des métiers paramédicaux et sociaux;OCCITANIE;BAC PRO;21.0;56.0;28.0;48.0;47.0;48.0
cumul 2019-2020;0130053M;Lycée polyvalent Jean Perrin;PROVENCE-ALPES-COTE D'AZUR;BAC PRO;52.0;65.0;26.0;38.0;47.0;56.0
cumul 2019-2020;0131403E;Lycée technologique privé Saint-Vincent-de-Paul;PROVENCE-ALPES-COTE D'AZUR;CAP;33.0;77.0;;;;
cumul 2019-2020;0131684K;L.T.P. JEANNE PERRIMOND;PROVENCE-ALPES-COTE D'AZUR;BTS;17.0;41.0;58.0;62.0;58.0;63.0
cumul 2019-2020;0133396W;LYCEE DES METIERS PRIVE DON BOSCO;PROVENCE-ALPES-COTE D'AZUR;BTS;34.0;46.0;;;;
cumul 2019-2020;0140014P;Lycée général et technologique Augustin Fresnel;NORMANDIE;BTS;17.0;61.0;;;;
cumul 2019-2020;0141687H;Lycée polyvalent Jules Verne - Lycée des métiers de l'automobile, des ingénieries électriques et industrielles;NORMANDIE;CAP;42.0;40.0;68.0;46.0;61.0;57.0
cumul 2019-2020;0142133T;Lycée polyvalent Dumont d'Urville/Laplace -Lycée des métiers de l'habitat et des travaux publics;NORMANDIE;BTS;15.0;35.0;73.0;79.0;76.0;82.0
cumul 2019-2020;0150047V;Lycée polyvalent privé de la Communication Saint Géraud;AUVERGNE-RHONE-ALPES;CAP;;80.0;;;;
cumul 2019-2020;0161003D;Lycée professionnel Louise Michel;NOUVELLE-AQUITAINE;CAP;36.0;45.0;;;;
cumul 2019-2020;0170392J;Etablissement régional d'enseignement adapté Théodore Monod;NOUVELLE-AQUITAINE;CAP;30.0;30.0;12.0;18.0;15.0;32.0
cumul 2019-2020;0180026F;Lycée professionnel Jean Moulin;CENTRE-VAL DE LOIRE;BAC PRO;27.0;19.0;28.0;37.0;44.0;49.0
cumul 2019-2020;0190008F;Lycée professionnel Bort-Artense;NOUVELLE-AQUITAINE;BAC PRO;42.0;59.0;28.0;44.0;64.0;80.0
cumul 2019-2020;0190010H;Lycée général et technologique Georges Cabanis;NOUVELLE-AQUITAINE;BTS;29.0;50.0;62.0;61.0;66.0;70.0
cumul 2019-2020;0190012K;Lycée Polyvalent Simone Veil;NOUVELLE-AQUITAINE;BAC PRO;47.0;47.0;29.0;37.0;40.0;51.0
cumul 2019-2020;0190701J;Lycée professionnel Lavoisier;NOUVELLE-AQUITAINE;BAC PRO;35.0;42.0;49.0;67.0;66.0;69.0
cumul 2019-2020;0210012Z;Lycée général et technologique Stephen Liégeard;BOURGOGNE-FRANCHE-COMTE;BTS;29.0;32.0;;;;
cumul 2019-2020;0210017E;Lycée général et technologique Montchapet;BOURGOGNE-FRANCHE-COMTE;BTS;32.0;40.0;58.0;56.0;64.0;66.0
cumul 2019-2020;0211089V;Lycée polyvalent Saint Joseph - La salle;BOURGOGNE-FRANCHE-COMTE;CAP;;;;;;
cumul 2019-2020;0211090W;Lycée polyvalent privé Saint Benigne;BOURGOGNE-FRANCHE-COMTE;BTS;24.0;31.0;57.0;67.0;65.0;74.0
cumul 2019-2020;0220117H;Lycée polyvalent privé Sacré-Coeur - Lycée des métiers de l'industrie et des services aux entreprises;BRETAGNE;BAC PRO;23.0;65.0;49.0;60.0;60.0;68.0
cumul 2019-2020;0220186H;Lycée professionnel Rosa Parks - Lycée des métiers des services à la personne et de la sécurité;BRETAGNE;BAC PRO;13.0;45.0;35.0;35.0;40.0;49.0
cumul 2019-2020;0230002C;Lycée général et technologique Eugène Jamot;NOUVELLE-AQUITAINE;BTS;30.0;37.0;23.0;45.0;50.0;45.0
cumul 2019-2020;0240006B;Lycée professionnel Hélène Duc - Lycée des métiers Sud Périgord;NOUVELLE-AQUITAINE;CAP;21.0;66.0;;;;
cumul 2019-2020;0240094X;Lycée professionnel privé Sainte Marthe - Saint Front;NOUVELLE-AQUITAINE;BAC PRO;27.0;65.0;;;;
cumul 2019-2020;0250063H;Lycée professionnel Jouffroy d'Abbans;BOURGOGNE-FRANCHE-COMTE;CAP;;;;;;
cumul 2019-2020;0251112Y;Lycée professionnel privé Saint Bénigne;BOURGOGNE-FRANCHE-COMTE;BAC PRO;31.0;46.0;31.0;27.0;40.0;44.0
cumul 2019-2020;0260082Y;Lycée professionnel privé La Providence;AUVERGNE-RHONE-ALPES;BAC PRO;15.0;39.0;31.0;53.0;47.0;58.0
cumul 2019-2020;0270018Y;Lycée professionnel Augustin Hébert - Lycée des métiers de l'habitat, de la construction et de l'efficacité énergétique;NORMANDIE;BAC PRO;55.0;48.0;33.0;40.0;42.0;51.0
cumul 2019-2020;0270026G;Lycée polyvalent Louise Michel;NORMANDIE;CAP;20.0;41.0;12.0;12.0;17.0;21.0
cumul 2019-2020;0271282X;Lycée général et technologique privé Jeanne d'Arc - Saint Anselme;NORMANDIE;BTS;6.0;64.0;;;;
cumul 2019-2020;0290076A;Lycée général et technologique de Kerneuzec;BRETAGNE;BTS;32.0;35.0;51.0;60.0;63.0;80.0
