Année;UAI;Libellé;Région;Niveau formation;Taux interruption formation;Taux poursuite études;Taux emploi 6 mois;Taux emploi 12 mois;Taux emploi 18 mois;Taux emploi 24 mois
cumul 2019-2020;0741669M;Lycee polyvalent René Frison Roche;AUVERGNE-RHONE-ALPES;BAC PRO;15.0;50.0;25.0;50.0;50.0;50.0
cumul 2019-2020;0750653C;Lycée général et technologique Sophie Germain;ILE-DE-FRANCE;BTS;13.0;52.0;47.0;53.0;58.0;58.0
cumul 2019-2020;0750686N;Ecole Estienne Ecole supérieure des Arts et Industries Graphiques;ILE-DE-FRANCE;BTS;25.0;60.0;45.0;45.0;46.0;51.0
cumul 2019-2020;0750776L;Lycée professionnel Marie Laurencin - Lycée des métiers de la mode;ILE-DE-FRANCE;MC3;;;;;;
cumul 2019-2020;0752608C;Lycée professionnel Belliard - Lycée des métiers de l'hôtellerie et de la restauration;ILE-DE-FRANCE;BAC PRO;50.0;56.0;26.0;37.0;51.0;51.0
cumul 2019-2020;0753217P;Lycée polyvalent privé Sainte Thérèse;ILE-DE-FRANCE;BAC PRO;55.0;42.0;36.0;41.0;50.0;68.0
cumul 2019-2020;0754025T;Lycée polyvalent privé Saint-Nicolas;ILE-DE-FRANCE;BTS;21.0;45.0;55.0;56.0;62.0;67.0
cumul 2019-2020;0760032X;Lycée polyvalent Anguier - Lycée des métiers de la mise en forme des matériaux industriels et de l'éco-innovation;NORMANDIE;BAC PRO;34.0;68.0;;;;
cumul 2019-2020;0760088H;Lycée professionnel Elisa Lemonnier;NORMANDIE;MC3;13.0;56.0;;;;
cumul 2019-2020;0761742F;Lycée général et technologique Val de Seine;NORMANDIE;BTS;29.0;25.0;39.0;47.0;53.0;57.0
cumul 2019-2020;0762081Z;Etablissement régional d'enseignement adapté Maurice Genevoix;NORMANDIE;CAP;23.0;47.0;9.0;21.0;26.0;26.0
cumul 2019-2020;0762836V;Lycée professionnel Fernand Léger;NORMANDIE;BAC PRO;46.0;72.0;48.0;52.0;38.0;62.0
cumul 2019-2020;0762836V;Lycée professionnel Fernand Léger;NORMANDIE;CAP;26.0;62.0;24.0;39.0;45.0;53.0
cumul 2019-2020;0763079J;Section d'enseignement professionnel du lycée des métiers du bois et de l'éco-construction;NORMANDIE;CAP;29.0;57.0;;;;
cumul 2019-2020;0770945J;Lycée professionnel Gustave Eiffel - Lycée des métiers des structures métalliques et de la chaudronerie - Lycée des métiers de l'électrotechnique;ILE-DE-FRANCE;BAC PRO;26.0;60.0;34.0;50.0;58.0;60.0
cumul 2019-2020;0771171E;Lycée professionnel Louis Lumière - Lycée des métiers de l'électricité - Lycée des métiers du commerce;ILE-DE-FRANCE;BTS;42.0;33.0;62.0;58.0;62.0;65.0
cumul 2019-2020;0771512A;Lycée général et technologique Van Dongen;ILE-DE-FRANCE;BTS;44.0;33.0;57.0;59.0;76.0;78.0
cumul 2019-2020;0771941S;Lycée polyvalent René Cassin;ILE-DE-FRANCE;BTS;45.0;37.0;52.0;56.0;61.0;71.0
cumul 2019-2020;0772188K;Lycée général et technologique Pierre Mendès France;ILE-DE-FRANCE;BTS;49.0;46.0;73.0;50.0;64.0;68.0
cumul 2019-2020;0772228D;Lycée polyvalent Charles de Gaulle - Lycée des métiers de la santé et du travail social;ILE-DE-FRANCE;BAC PRO;27.0;42.0;38.0;35.0;43.0;43.0
cumul 2019-2020;0772688D;Lycée polyvalent Emilie du Châtelet - Lycée des métiers de l'hôtellerie et de la restauration;ILE-DE-FRANCE;CAP;25.0;35.0;17.0;25.0;33.0;46.0
cumul 2019-2020;0781948U;Lycée polyvalent Antoine Lavoisier;ILE-DE-FRANCE;BTS;22.0;41.0;;;;
cumul 2019-2020;0782100J;Lycée professionnel privé Les Châtaigniers;ILE-DE-FRANCE;BAC PRO;16.0;66.0;24.0;39.0;30.0;42.0
cumul 2019-2020;0782587N;Lycée polyvalent Viollet-Le-Duc, lycée des métiers de l'habitat et du développement durable;ILE-DE-FRANCE;BTS;42.0;38.0;57.0;66.0;73.0;80.0
cumul 2019-2020;0790038M;Lycée professionnel Jean Moulin - Lycée des métiers de la production, de l'habitat et des services;NOUVELLE-AQUITAINE;BAC PRO;31.0;61.0;59.0;61.0;52.0;65.0
cumul 2019-2020;0800013E;Lycée professionnel de l'Acheuléen - Lycée des métiers du bâtiment;HAUTS-DE-FRANCE;BAC PRO;61.0;44.0;39.0;47.0;55.0;58.0
cumul 2019-2020;0801948H;Lycée professionnel privé Saint Martin - Lycée des métiers de l'hôtellerie et de la restauration;HAUTS-DE-FRANCE;CAP;12.0;64.0;;;;
cumul 2019-2020;0810004P;Lycée polyvalent Louis Rascol;OCCITANIE;BTS;28.0;55.0;53.0;62.0;64.0;70.0
cumul 2019-2020;0810995S;Lycée professionnel Docteur Clément de Pémille;OCCITANIE;BAC PRO;34.0;53.0;45.0;60.0;62.0;60.0
cumul 2019-2020;0840763Y;Lycée professionnel L'Argensol;PROVENCE-ALPES-COTE D'AZUR;CAP;38.0;56.0;24.0;32.0;44.0;44.0
cumul 2019-2020;0850028U;Lycée professionnel Edouard Branly;PAYS DE LA LOIRE;MC3;;;;;;
cumul 2019-2020;0850142T;Lycée polyvalent privé Notre-Dame;PAYS DE LA LOIRE;BTS;13.0;31.0;71.0;82.0;76.0;82.0
cumul 2019-2020;0851344Z;Lycée polyvalent privé Notre-Dame - Lycée des métiers;PAYS DE LA LOIRE;BTS;15.0;34.0;58.0;71.0;73.0;75.0
cumul 2019-2020;0870013S;Lycée professionnel George Sand;NOUVELLE-AQUITAINE;CAP;;;;;;
cumul 2019-2020;0880040R;Lycée polyvalent Pierre et Marie Curie - Lycée des métiers des arts de l'habitat et de l'ameublement;GRAND EST;BTS;43.0;13.0;48.0;61.0;54.0;63.0
cumul 2019-2020;0890070T;Lycée polyvalent Saint Joseph - La salle;BOURGOGNE-FRANCHE-COMTE;BAC PRO;;34.0;30.0;40.0;43.0;47.0
cumul 2019-2020;0890819G;Lycée professionnel Vauban, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;CAP;25.0;37.0;16.0;23.0;26.0;38.0
cumul 2019-2020;0910632T;Lycée professionnel Gustave Eiffel, lycée des métiers de la mode et du bâtiment;ILE-DE-FRANCE;BAC PRO;34.0;47.0;44.0;50.0;51.0;56.0
cumul 2019-2020;0920136Y;Lycée polyvalent Newton-Enrea;ILE-DE-FRANCE;BAC PRO;36.0;49.0;22.0;26.0;37.0;41.0
cumul 2019-2020;0920141D;Lycée polyvalent Joliot-Curie;ILE-DE-FRANCE;BTS;30.0;43.0;48.0;55.0;64.0;67.0
cumul 2019-2020;0921229L;Lycée polyvalent Anatole-France, lycée des métiers de l'électrotechnique, des services et de la tapisserie d'ameublement;ILE-DE-FRANCE;CAP;23.0;62.0;31.0;26.0;28.0;46.0
cumul 2019-2020;0930118Y;Lycée général et technologique Jean Renoir;ILE-DE-FRANCE;BTS;40.0;26.0;46.0;49.0;51.0;64.0
cumul 2019-2020;0930138V;Lycée professionnel Frédéric Bartholdi;ILE-DE-FRANCE;CAP;34.0;60.0;3.0;14.0;28.0;31.0
cumul 2019-2020;0932074Z;Lycée polyvalent Marcel Cachin - Lycée des métiers de la santé et du travail social;ILE-DE-FRANCE;CAP;35.0;53.0;;;;
cumul 2019-2020;0932121A;Lycée polyvalent Suger - Lycée des métiers de l'image et du son;ILE-DE-FRANCE;BAC PRO;37.0;54.0;27.0;33.0;36.0;37.0
cumul 2019-2020;0932267J;Lycée polyvalent Liberté - Lycée des métiers du laboratoire et de la santé;ILE-DE-FRANCE;BP;48.0;31.0;71.0;70.0;69.0;68.0
cumul 2019-2020;0940122X;Lycée polyvalent Condorcet;ILE-DE-FRANCE;BAC PRO;28.0;53.0;27.0;38.0;54.0;54.0
cumul 2019-2020;0940171A;Etablissement régional d'enseignement adapté Stendhal;ILE-DE-FRANCE;CAP;35.0;42.0;18.0;24.0;33.0;33.0
cumul 2019-2020;0950657Y;Lycée professionnel Ferdinand Buisson;ILE-DE-FRANCE;BAC PRO;47.0;37.0;31.0;41.0;47.0;55.0
cumul 2019-2020;0951104J;Lycée polyvalent Jean Perrin, lycée des métiers des technologies numériques pour l'industrie et le laboratoire;ILE-DE-FRANCE;BAC PRO;23.0;66.0;33.0;37.0;41.0;48.0
cumul 2019-2020;0951282C;Lycée professionnel du Vexin, lycée des métiers de la sécurité;ILE-DE-FRANCE;BAC PRO;43.0;40.0;31.0;38.0;40.0;47.0
cumul 2019-2020;0951282C;Lycée professionnel du Vexin, lycée des métiers de la sécurité;ILE-DE-FRANCE;CAP;34.0;33.0;13.0;13.0;31.0;35.0
cumul 2019-2020;0951618T;Lycée professionnel Auguste Escoffier, lycée des métiers de la gastronomie et des techniques du froid;ILE-DE-FRANCE;BAC PRO;53.0;54.0;37.0;42.0;49.0;59.0
cumul 2019-2020;0951710T;Lycée polyvalent Camille Claudel, lycée des métiers des arts et du design;ILE-DE-FRANCE;BTS;28.0;51.0;45.0;59.0;57.0;69.0
cumul 2019-2020;0951787B;Lycée polyvalent Arthur Rimbaud, lycée de métiers de l'automobile, du commerce et de la logistique;ILE-DE-FRANCE;CAP;26.0;45.0;21.0;31.0;41.0;47.0
cumul 2019-2020;7200093N;Lycée professionnel Jean Nicoli Bastia;CORSE;BTS;34.0;18.0;45.0;68.0;60.0;72.0
cumul 2019-2020;7200093N;Lycée professionnel Jean Nicoli Bastia;CORSE;CAP;44.0;76.0;;;;
cumul 2019-2020;9710418C;Lycée professionnel Paul Lacavé - Lycée des métiers de l'automobile;GUADELOUPE;BAC PRO;30.0;46.0;13.0;19.0;36.0;32.0
cumul 2019-2020;9710709U;Lycée professionnel Gerty Archimède;GUADELOUPE;BTS;;;;;;
cumul 2019-2020;9711032V;Lycée polyvalent Charles Coeffin;GUADELOUPE;BTS;44.0;26.0;43.0;48.0;46.0;57.0
cumul 2019-2020;9720070U;Lycée général et technologique privé LYCEE DE L'UNION;MARTINIQUE;BTS;41.0;30.0;28.0;33.0;41.0;46.0
cumul 2019-2020;9720430K;Lycée professionnel;MARTINIQUE;CAP;37.0;42.0;7.0;11.0;18.0;24.0
cumul 2019-2020;9720615L;Lycée polyvalent privé AMEP;MARTINIQUE;BTS;40.0;24.0;31.0;39.0;45.0;50.0
cumul 2019-2020;9720692V;Lycée général et technologique du Nord Atlantique;MARTINIQUE;BAC PRO;38.0;46.0;4.0;16.0;28.0;48.0
cumul 2019-2020;9730094P;Lycée professionnel Jean-Marie Michotte - Lycée des métiers de la maintenance automobile et industrielle;GUYANE;BTS;;12.0;50.0;57.0;64.0;68.0
cumul 2019-2020;9740019C;Lycée général et technologique Ambroise Vollard;LA REUNION;BTS;30.0;58.0;18.0;33.0;42.0;52.0
cumul 2019-2020;9740082W;Lycée professionnel Julien de Rontaunay;LA REUNION;BTS;38.0;45.0;33.0;30.0;39.0;36.0
cumul 2019-2020;9740552G;Lycée professionnel Léon de Lépervanche - Lycée des métiers des services aux personnes et aux entreprises;LA REUNION;MC3;19.0;7.0;16.0;28.0;28.0;40.0
cumul 2019-2020;9741380G;Lycée Polyvalent de St Paul 4;LA REUNION;CAP;38.0;39.0;13.0;30.0;22.0;26.0
cumul 2019-2020;0021939X;Lycée polyvalent Jules Verne - Lycée des métiers des sciences et technologies pour un développement durable;HAUTS-DE-FRANCE;BTS;43.0;54.0;;;;
cumul 2019-2020;0022108F;Lycée général et technologique privé Saint-Vincent-de-Paul;HAUTS-DE-FRANCE;BTS;;26.0;;;;
cumul 2019-2020;0030038A;Lycée polyvalent Jean Monnet - Lycée des métiers du design et des arts verriers;AUVERGNE-RHONE-ALPES;BAC PRO;42.0;54.0;32.0;43.0;49.0;58.0
cumul 2019-2020;0040011R;Lycée professionnel Louis Martin Bret - Lycée des métiers de l'hotellerie-restauration, des secteurs tertiaire et industriel;PROVENCE-ALPES-COTE D'AZUR;CAP;35.0;56.0;27.0;44.0;31.0;48.0
cumul 2019-2020;0050027C;Lycée professionnel Pierre Mendès France;PROVENCE-ALPES-COTE D'AZUR;BAC PRO;24.0;60.0;36.0;52.0;45.0;43.0
cumul 2019-2020;0060015J;Lycée professionnel Les Coteaux - Lycée des métiers de la relation client, de la mode et du costume de spectacle;PROVENCE-ALPES-COTE D'AZUR;BAC PRO;39.0;46.0;29.0;43.0;37.0;60.0
cumul 2019-2020;0090003E;Lycée professionnel Jean Durroux;OCCITANIE;BTS;;;;;;
cumul 2019-2020;0090019X;Lycée professionnel Aristide Bergès - Lycée des métiers bâtiment, habitat dans le développement durable;OCCITANIE;BAC PRO;58.0;56.0;38.0;46.0;46.0;58.0
cumul 2019-2020;0100016N;Lycée professionnel Denis Diderot;GRAND EST;CAP;34.0;51.0;13.0;19.0;26.0;33.0
cumul 2019-2020;0101022G;Lycée professionnel Edouard Herriot - Lycée des métiers de la mode, de l'hôtellerie et de la restauration;GRAND EST;MC4;10.0;5.0;70.0;60.0;65.0;75.0
cumul 2019-2020;0121260E;Lycée professionnel privé Saint-Joseph;OCCITANIE;MC3;;;;;;
cumul 2019-2020;0130003H;Lycée polyvalent Vauvenargues;PROVENCE-ALPES-COTE D'AZUR;BTS;43.0;41.0;56.0;57.0;71.0;76.0
cumul 2019-2020;0130054N;Lycée professionnel Poinso-Chapuis;PROVENCE-ALPES-COTE D'AZUR;BAC PRO;39.0;21.0;40.0;60.0;63.0;77.0
cumul 2019-2020;0131391S;LYCEE DES METIERS PRIVE ST ELOI;PROVENCE-ALPES-COTE D'AZUR;BAC PRO;21.0;73.0;39.0;49.0;49.0;54.0
cumul 2019-2020;0131606A;Lycée professionnel La Calade - lycée des métiers de la mode et du tertiaire;PROVENCE-ALPES-COTE D'AZUR;BAC PRO;44.0;62.0;25.0;27.0;40.0;43.0
cumul 2019-2020;0131862D;Lycée général et technologique privé le Sacré-Coeur;PROVENCE-ALPES-COTE D'AZUR;BTS;43.0;50.0;;;;
cumul 2019-2020;0132974M;Lycée Régional Hôtelier Jean-Paul Passedat;PROVENCE-ALPES-COTE D'AZUR;MC4;;;;;;
cumul 2019-2020;0141687H;Lycée polyvalent Jules Verne - Lycée des métiers de l'automobile, des ingénieries électriques et industrielles;NORMANDIE;MC4;;;;;;
cumul 2019-2020;0150006A;Lycée polyvalent Monnet-Mermoz - Lycée des métiers des sciences et techniques appliquées à l'industrie et aux services;AUVERGNE-RHONE-ALPES;BAC PRO;32.0;67.0;66.0;66.0;71.0;73.0
cumul 2019-2020;0160022M;Lycée polyvalent Emile Roux;NOUVELLE-AQUITAINE;BAC PRO;26.0;36.0;;;;
cumul 2019-2020;0161003D;Lycée professionnel Louise Michel;NOUVELLE-AQUITAINE;BAC PRO;44.0;40.0;28.0;38.0;44.0;56.0
cumul 2019-2020;0170042D;Lycée d'enseignement général et technologique Cordouan - Lycée des métiers du tourisme;NOUVELLE-AQUITAINE;BTS;17.0;37.0;41.0;70.0;59.0;73.0
cumul 2019-2020;0180009M;Lycée professionnel Jean de Berry - Lycée des métiers du bâtiment;CENTRE-VAL DE LOIRE;CAP;36.0;61.0;41.0;44.0;39.0;48.0
cumul 2019-2020;0190027B;Lycée professionnel Marcel Barbanceys- Lycée des métiers de la Maintenance des Matériels;NOUVELLE-AQUITAINE;BTS;;;;;;
cumul 2019-2020;0190089U;Lycée d'enseignement adapté - Etablissement régional d'enseignement adapté des milles sources;NOUVELLE-AQUITAINE;CAP;32.0;31.0;25.0;33.0;50.0;54.0
cumul 2019-2020;0190674E;Lycée professionnel Régional Bernart de Ventadour;NOUVELLE-AQUITAINE;BAC PRO;22.0;39.0;23.0;36.0;45.0;41.0
cumul 2019-2020;0210032W;Lycée polyvalent de la Céramique Henry Moisand, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;BAC PRO;12.0;62.0;;;;
cumul 2019-2020;0211986V;Lycée polyvalent Les Marcs d'Or - Lycée des métiers du bâtiment et des travaux publics;BOURGOGNE-FRANCHE-COMTE;CAP;40.0;64.0;38.0;43.0;48.0;57.0
cumul 2019-2020;0220023F;Lycée général et technologique Félix Le Dantec;BRETAGNE;BTS;24.0;47.0;39.0;52.0;55.0;61.0
cumul 2019-2020;0220056S;Lycée général et technologique François Rabelais;BRETAGNE;BTS;32.0;25.0;45.0;61.0;59.0;60.0
cumul 2019-2020;0220116G;Pôle Supérieur Lycée Saint Brieuc;BRETAGNE;BTS;22.0;35.0;57.0;73.0;71.0;74.0
cumul 2019-2020;0240006B;Lycée professionnel Hélène Duc - Lycée des métiers Sud Périgord;NOUVELLE-AQUITAINE;BTS;35.0;25.0;58.0;71.0;62.0;71.0
cumul 2019-2020;0240021T;Lycée polyvalent Alcide Dusolier;NOUVELLE-AQUITAINE;BAC PRO;23.0;57.0;17.0;29.0;46.0;46.0
cumul 2019-2020;0250067M;Lycée professionnel Les Huisselets - Lycée des métiers de la sécurité et de la prévention;BOURGOGNE-FRANCHE-COMTE;BAC PRO;38.0;52.0;37.0;35.0;48.0;48.0
cumul 2019-2020;0251671F;LPO Edgar Faure - Lycée des métiers de l'horlogerie, de la bijouterie et de la joaillerie;BOURGOGNE-FRANCHE-COMTE;BAC PRO;30.0;49.0;37.0;39.0;39.0;29.0
cumul 2019-2020;0260113G;Lycée polyvalent Les Catalins - Lycée des métiers du transport et de la logistique, de l'énergie et des sciences appliquées;AUVERGNE-RHONE-ALPES;CAP;25.0;32.0;50.0;59.0;60.0;66.0
cumul 2019-2020;0270052K;Lycée professionnel Georges Dumézil;NORMANDIE;BAC PRO;36.0;53.0;27.0;33.0;45.0;47.0
cumul 2019-2020;0271319M;Lycée professionnel Porte de Normandie;NORMANDIE;BAC PRO;33.0;49.0;22.0;36.0;33.0;40.0
cumul 2019-2020;0280021W;Lycée polyvalent Edouard Branly - Lycée des métiers des sciences et de l'industrie;CENTRE-VAL DE LOIRE;CAP;33.0;48.0;;;;
cumul 2019-2020;0280925D;Lycée professionnel Gilbert Courtois - Lycée des métiers des services et de l'industrie;CENTRE-VAL DE LOIRE;BTS;13.0;29.0;52.0;59.0;70.0;74.0
cumul 2019-2020;0281021H;Lycée professionnel Sully - Lycée des métiers de l'industrie 4.0;CENTRE-VAL DE LOIRE;BAC PRO;34.0;68.0;38.0;31.0;41.0;54.0
cumul 2019-2020;0290012F;Lycée polyvalent Vauban;BRETAGNE;CAP;18.0;53.0;24.0;32.0;29.0;44.0
cumul 2019-2020;0290130J;Lycée professionnel de Pleyben - Lycée des métiers du bâtiment et de l'écoconstruction;BRETAGNE;BP;;;;;;
cumul 2019-2020;0290186V;Lycée polyvalent privé Le Paraclet - Lycée des métiers de l'hôtellerie, de la restauration et la boulangerie-pâtisserie;BRETAGNE;BAC PRO;21.0;79.0;;;;
cumul 2019-2020;0290186V;Lycée polyvalent privé Le Paraclet - Lycée des métiers de l'hôtellerie, de la restauration et la boulangerie-pâtisserie;BRETAGNE;BTS;19.0;31.0;42.0;67.0;61.0;77.0
cumul 2019-2020;0292157M;Lycée professionnel privé Sainte Elisabeth;BRETAGNE;CAP;;;;;;
cumul 2019-2020;0300125Y;Lycée polyvalent privé de La Salle;OCCITANIE;BAC PRO;29.0;64.0;38.0;51.0;56.0;63.0
cumul 2019-2020;0312191N;Lycée professionnel privé ORT Maurice Grynfogel;OCCITANIE;BAC PRO;18.0;75.0;42.0;54.0;54.0;54.0
cumul 2019-2020;0320030J;Lycée professionnel Clément Ader - Lycée des métiers de l'électrotechnique, de la maintenance et de l'usinage;OCCITANIE;BAC PRO;24.0;58.0;52.0;46.0;61.0;72.0
cumul 2019-2020;0330033G;Lycée professionnel des Menuts;NOUVELLE-AQUITAINE;CAP;19.0;56.0;24.0;24.0;29.0;35.0
cumul 2019-2020;0331556M;LGT privé Sainte Famille - Saintonge Lycée des métiers de l'industrie et du bâtiment;NOUVELLE-AQUITAINE;BTS;45.0;41.0;70.0;76.0;62.0;78.0
cumul 2019-2020;0331585U;Lycée professionnel privé Saint Augustin;NOUVELLE-AQUITAINE;CAP;30.0;62.0;26.0;35.0;30.0;48.0
cumul 2019-2020;0340006X;Lycée professionnel Fernand Léger, lycée des métiers du BTP et des arts;OCCITANIE;BTS;;;;;;
cumul 2019-2020;0340030Y;Lycée polyvalent Louis Feuillade;OCCITANIE;BAC PRO;31.0;58.0;25.0;38.0;48.0;48.0
cumul 2019-2020;0341385W;Lycée professionnel Léonard de Vinci, lycée des métiers de la construction écologique, durable et innovante;OCCITANIE;CAP;52.0;58.0;33.0;35.0;35.0;56.0
cumul 2019-2020;0350005R;Lycée polyvalent Yvon-Bourges;BRETAGNE;MC4;40.0;0.0;35.0;70.0;50.0;75.0
cumul 2019-2020;0350062C;Lycée professionnel Maupertuis;BRETAGNE;CAP;29.0;33.0;;;;
cumul 2019-2020;0350710G;Lycée général François-René de Chateaubriand;BRETAGNE;BAC PRO;;;;;;
cumul 2019-2020;0350761M;Lycée professionnel Jean Guéhenno;BRETAGNE;BTS;;19.0;73.0;68.0;91.0;82.0
cumul 2019-2020;0350793X;Lycée polyvalent privé Frédéric Ozanam;BRETAGNE;BAC PRO;22.0;61.0;56.0;64.0;70.0;76.0
cumul 2019-2020;0351878B;Lycée professionnel Coetlogon;BRETAGNE;MC4;;32.0;;;;
cumul 2019-2020;0352072M;Lycée polyvalent privé Institution Saint-Malo - La Providence;BRETAGNE;BAC PRO;17.0;50.0;31.0;51.0;45.0;68.0
cumul 2019-2020;0371532P;Lycée polyvalent privé Esthétique de Touraine;CENTRE-VAL DE LOIRE;BAC PRO;26.0;50.0;32.0;45.0;59.0;77.0
cumul 2019-2020;0380010E;Lycée professionnel Gambetta;AUVERGNE-RHONE-ALPES;BAC PRO;26.0;54.0;48.0;59.0;54.0;60.0
cumul 2019-2020;0380091T;Lycée polyvalent Edouard Herriot;AUVERGNE-RHONE-ALPES;CAP;16.0;31.0;38.0;45.0;76.0;72.0
cumul 2019-2020;0381603L;Lycée polyvalent André Argouges;AUVERGNE-RHONE-ALPES;BTS;39.0;39.0;57.0;62.0;64.0;65.0
cumul 2019-2020;0381733C;Lycée professionnel privé Jeanne d'Arc;AUVERGNE-RHONE-ALPES;CAP;28.0;72.0;;;;
cumul 2019-2020;0381738H;Lycée professionnel privé Robin;AUVERGNE-RHONE-ALPES;MC3;;;;;;
cumul 2019-2020;0382099A;Lycée polyvalent Roger Deschaux - Lycée des métiers de la construction du BTP et de l'énergetique;AUVERGNE-RHONE-ALPES;MC4;;;;;;
cumul 2019-2020;0382440W;Lycée polyvalent Léonard de Vinci - Lycée des métiers de l'audiovisuel et du design;AUVERGNE-RHONE-ALPES;BTS;6.0;54.0;38.0;38.0;43.0;51.0
cumul 2019-2020;0391092A;Lycée polyvalent Paul-Emile Victor - Lycée des métiers de la production et de la maintenance industrielles;BOURGOGNE-FRANCHE-COMTE;CAP;;;;;;
cumul 2019-2020;0400007R;Lycée polyvalent de Borda;NOUVELLE-AQUITAINE;CAP;34.0;38.0;49.0;61.0;63.0;77.0
cumul 2019-2020;0400019D;Lycée professionnel Frédéric Esteve - Lycée des métiers de l'automobile et du transport;NOUVELLE-AQUITAINE;BAC PRO;42.0;43.0;46.0;63.0;70.0;78.0
cumul 2019-2020;0400027M;Lycée polyvalent Jean Taris - Lycée des métiers de l'aéronautique;NOUVELLE-AQUITAINE;MC4;2.0;25.0;69.0;78.0;64.0;75.0
cumul 2019-2020;0420043U;Lycée général et technologique Jean Monnet;AUVERGNE-RHONE-ALPES;BTS;25.0;40.0;64.0;69.0;77.0;77.0
cumul 2019-2020;0420992A;Lycée professionnel Saint Joseph;AUVERGNE-RHONE-ALPES;BAC PRO;44.0;49.0;20.0;29.0;37.0;37.0
cumul 2019-2020;0440310Y;Lycée professionnel Jean-Jacques Audubon;PAYS DE LA LOIRE;BAC PRO;38.0;42.0;42.0;48.0;53.0;63.0
cumul 2019-2020;0442752C;Lycée polyvalent Aimé Césaire;PAYS DE LA LOIRE;CAP;43.0;52.0;;;;
cumul 2019-2020;0450106W;Lycée polyvalent privé Saint François de Sales;CENTRE-VAL DE LOIRE;BTS;28.0;17.0;77.0;67.0;65.0;72.0
cumul 2019-2020;0451067R;Lycée professionnel Jean Lurçat - Lycée des métiers de l'industrie et des services;CENTRE-VAL DE LOIRE;CAP;18.0;40.0;57.0;67.0;67.0;80.0
cumul 2019-2020;0460493L;Lycée polyvalent Gaston Monnerville - Lycée des métiers de l'industrie : maintenance, production, électricité et automobile;OCCITANIE;CAP;;;;;;
cumul 2019-2020;0470004Z;Lycée professionnel Antoine Lomet;NOUVELLE-AQUITAINE;CAP;25.0;48.0;25.0;36.0;44.0;51.0
cumul 2019-2020;0470015L;Lycée professionnel Porte du Lot - Lycée des métiers de la maintenance et des travaux publics;NOUVELLE-AQUITAINE;CAP;20.0;48.0;53.0;58.0;63.0;74.0
cumul 2019-2020;0470730N;Lycée professionnel privé Notre Dame La Compassion;NOUVELLE-AQUITAINE;BAC PRO;37.0;50.0;27.0;42.0;45.0;59.0
cumul 2019-2020;0491646Y;Lycée professionnel Ludovic Ménard;PAYS DE LA LOIRE;BAC PRO;31.0;45.0;33.0;52.0;64.0;63.0
cumul 2019-2020;0492123S;Lycée polyvalent Jean Moulin;PAYS DE LA LOIRE;BTS;21.0;39.0;70.0;80.0;72.0;68.0
cumul 2019-2020;0492407A;Lycée Général et Technologique privé Urbain Mongazon - lycée des métiers de la santé et des services à la personne;PAYS DE LA LOIRE;BTS;21.0;0.0;88.0;85.0;82.0;82.0
cumul 2019-2020;0501825M;Lycée professionnel privé Institut Saint Lo;NORMANDIE;BAC PRO;14.0;65.0;40.0;52.0;52.0;56.0
cumul 2019-2020;0510038P;Lycée professionnel Europe - Lycée des métiers des soins personnels et services à la personne;GRAND EST;BTS;18.0;11.0;53.0;55.0;62.0;68.0
cumul 2019-2020;0530004S;Lycée général et technologique Victor Hugo;PAYS DE LA LOIRE;BTS;18.0;27.0;68.0;73.0;76.0;73.0
cumul 2019-2020;0540032S;Lycée professionnel Darche;GRAND EST;BAC PRO;33.0;36.0;32.0;45.0;46.0;48.0
cumul 2019-2020;0540061Y;Lycée Marie Marvingt - Lycée des métiers des services et du commerce;GRAND EST;BP;24.0;35.0;82.0;84.0;82.0;79.0
